Langue,Extension,Code,Nom de la carte,Rareté,1st Edition,Unlimited,Limited / Autre,Quantité,N° Artwork,Reprint
Français (France),DDP,DDP-F037,Yami,C,,NM,,1,,
Français (France),DDP,DDP-F038,Rituel de la Noire Illusion,C,NM,,,1,,
Français (France),DDP,DDP-F039,Anneau de Magnétisme,C,NM,,,1,,
Français (France),DDP,DDP-F040,Charité Gracieuse,SR,,NM,,1,,
Français (France),DDP,DDP-F041,Trappe,C,,NM,,1,,
Français (France),DDP,DDP-F042,Renforts,C,,NM,,2,,
Français (France),DDP,DDP-F042,Renforts,C,NM,,,1,,
Français (France),DDP,DDP-F043,Enceinte de Château,C,,NM,,4,,
Français (France),DDP,DDP-F043,Enceinte de Château,C,NM,,,1,,
Français (France),DDP,DDP-F044,Waboku,C,NM,,,1,,
Français (France),DDP,DDP-F044,Waboku,C,,NM,,1,,
Français (France),DDP,DDP-F045,Sept Outils du Bandit,C,,NM,,1,,
Français (France),DDP,DDP-F046,Offrande Suprême,C,NM,,,1,,
Français (France),DDP,DDP-F046,Offrande Suprême,C,,NM,,1,,
Français (France),DDP,DDP-F047,Gobelin de Robbin,C,NM,,,1,,
Français (France),DDP,DDP-F047,Gobelin de Robbin,C,NM,,,1,,
Français (France),DDP,DDP-F048,Brouilleur Magique,C,,NM,,4,,
Français (France),DDP,DDP-F049,Javelot Enchanté,C,NM,,,1,,
Français (France),DDP,DDP-F050,Aile de Gryphon,SR,NM,,,1,,
Français (France),DDP,DDP-F050,Aile de Gryphon,SR,,NM,,1,,
Anglais (US),SDP,SDP-001,Relinquished,U,,NM,,1,,
Anglais (US),SDP,SDP-040,Graceful Charity,SR,,NM,,1,,
Anglais (Europe),SDD,SDD-E001,Seiyaryu,PRI,,,NM,1,,
Anglais (Europe),SDD,SDD-E002,Acid Trap Hole,PRI,,,NM,1,,
Anglais (Europe),SDD,SDD-E003,Salamandra,PRI,,,NM,1,,
Français (France),DOR,DOR-F002,"Bêta, le Guerrier Magnétique",PRI,,NM,,1,,
Anglais (US),IOC,IOC-092,Stray Lambs,R,,NM,,1,,
Français (France),IOC,IOC-FR001,Ojama Jaune,C,,NM,,1,,
Français (France),IOC,IOC-FR001,Ojama Jaune,C,,NM,,1,,
Français (France),IOC,IOC-FR002,Ojama Noir,C,NM,,,1,,
Français (France),IOC,IOC-FR002,Ojama Noir,C,,NM,,1,,
Français (France),IOC,IOC-FR003,Âme Tigre,C,,NM,,1,,
Français (France),IOC,IOC-FR003,Âme Tigre,C,,NM,,1,,
Français (France),IOC,IOC-FR004,Koala Géant,C,,NM,,1,,
Français (France),IOC,IOC-FR005,Kangourou Des,C,,NM,,1,,
Français (France),IOC,IOC-FR005,Kangourou Des,C,,NM,,1,,
Français (France),IOC,IOC-FR006,Ninja Cramoisi,C,,NM,,1,,
Français (France),IOC,IOC-FR008,Lézard de Grand Vent,C,,NM,,1,,
Français (France),IOC,IOC-FR009,Esprit du Pot de Cupidité,C,,NM,,1,,
Français (France),IOC,IOC-FR010,"Chopman, le Hors-la-loi Épouvantable",C,,NM,,1,,
Français (France),IOC,IOC-FR013,Gorille Enragé,R,,NM,,1,,
Français (France),IOC,IOC-FR015,Entraîneur Gobelin,C,,NM,,1,,
Français (France),IOC,IOC-FR016,Médecin Sorcier du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR016,Médecin Sorcier du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR017,Nécromancien du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR017,Nécromancien du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR019,Inferno,C,,NM,,1,,
Français (France),IOC,IOC-FR020,Fenrir,C,,NM,,1,,
Français (France),IOC,IOC-FR021,Gigantes,C,,NM,,1,,
Français (France),IOC,IOC-FR022,Silpheed,C,,NM,,1,,
Français (France),IOC,IOC-FR022,Silpheed,C,,NM,,1,,
Français (France),IOC,IOC-FR023,Sorcier du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR024,Gren Maju Da Eiza,C,,NM,,1,,
Français (France),IOC,IOC-FR026,Drillago,R,,NM,,1,,
Français (France),IOC,IOC-FR029,Bowganian,C,,NM,,1,,
Français (France),IOC,IOC-FR030,Granadora,C,,NM,,1,,
Français (France),IOC,IOC-FR032,Coeur de l'Opprimé,C,,NM,,1,,
Français (France),IOC,IOC-FR032,Coeur de l'Opprimé,C,,NM,,1,,
Français (France),IOC,IOC-FR033,Libération de la Nature Sauvage,SR,,NM,,1,,
Français (France),IOC,IOC-FR036,Fin du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR037,Bouclier du Lustre Jaune,C,,NM,,1,,
Français (France),IOC,IOC-FR038,Cupidité du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR038,Cupidité du Chaos,C,,NM,,1,,
Français (France),IOC,IOC-FR040,Frontière D.D.,C,,NM,,1,,
Français (France),IOC,IOC-FR040,Frontière D.D.,C,,NM,,1,,
Français (France),IOC,IOC-FR041,Recyclage,C,,NM,,1,,
Français (France),IOC,IOC-FR042,Germe Primitif,C,,NM,,1,,
Français (France),IOC,IOC-FR044,Distorsion Dimensionnelle,C,,NM,,1,,
Français (France),IOC,IOC-FR046,Absorption de l'Âme,C,,NM,,1,,
Français (France),IOC,IOC-FR048,Minage des Ruines,C,,NM,,1,,
Français (France),IOC,IOC-FR048,Minage des Ruines,C,,NM,,1,,
Français (France),IOC,IOC-FR049,Sceau Maudit de la Magie Interdite,C,,NM,,1,,
Français (France),IOC,IOC-FR050,Tour de Babel,C,,NM,,1,,
Français (France),IOC,IOC-FR051,Effondrement Spatial,C,,NM,,1,,
Français (France),IOC,IOC-FR051,Effondrement Spatial,C,,NM,,1,,
Français (France),IOC,IOC-FR052,Disparitions en Chaîne,R,,NM,,1,,
Français (France),IOC,IOC-FR053,Gravité Zéro,C,,NM,,1,,
Français (France),IOC,IOC-FR055,Drain d'Energie,C,,NM,,1,,
Français (France),IOC,IOC-FR056,Giga Gagagigo,C,,NM,,1,,
Français (France),IOC,IOC-FR058,Neo Bug,C,,NM,,1,,
Français (France),IOC,IOC-FR058,Neo Bug,C,,NM,,1,,
Français (France),IOC,IOC-FR059,Guerrier Serpent de Mer des Ténèbres,C,,NM,,1,,
Français (France),IOC,IOC-FR060,Saumon Roi de la Terreur,C,,NM,,1,,
Français (France),IOC,IOC-FR061,Inpachi Ardent,C,,NM,,1,,
Français (France),IOC,IOC-FR062,Algue Brûlante,C,,NM,,1,,
Français (France),IOC,IOC-FR063,La Chose dans le Cratère,C,,NM,,1,,
Français (France),IOC,IOC-FR063,La Chose dans le Cratère,C,,NM,,1,,
Français (France),IOC,IOC-FR064,Zombie en Fusion,C,,NM,,1,,
Français (France),IOC,IOC-FR066,"Gora, Tortue de l'Illusion",C,,NM,,1,,
Français (France),IOC,IOC-FR068,Oiseau Furtif,C,,NM,,1,,
Français (France),IOC,IOC-FR069,Crâne Sacré,C,,NM,,1,,
Français (France),IOC,IOC-FR070,Boeuf de Combat Enragé,R,,NM,,1,,
Français (France),IOC,IOC-FR070,Boeuf de Combat Enragé,R,,NM,,1,,
Français (France),IOC,IOC-FR071,Don Tortue,C,,NM,,1,,
Français (France),IOC,IOC-FR072,Lézard Ballon,C,,NM,,1,,
Français (France),IOC,IOC-FR074,Hyper Tête de Marteau,C,,NM,,1,,
Français (France),IOC,IOC-FR076,Fleur Antiaérienne,C,,NM,,1,,
Français (France),IOC,IOC-FR077,Fée à Piquants,C,,NM,,1,,
Français (France),IOC,IOC-FR081,Bugroth Amphibie MK-3,C,,NM,,1,,
Français (France),IOC,IOC-FR082,Poisson Torpille,C,,NM,,1,,
Français (France),IOC,IOC-FR085,Coquillage Sous-marin Boulet de Canon,C,,NM,,1,,
Français (France),IOC,IOC-FR085,Coquillage Sous-marin Boulet de Canon,C,,NM,,1,,
Français (France),IOC,IOC-FR086,Mataza le Zappeur,R,,NM,,1,,
Français (France),IOC,IOC-FR088,Manju des Dix Mille Mains,C,,NM,,1,,
Français (France),IOC,IOC-FR089,Getsu Fuhma,R,,NM,,1,,
Français (France),IOC,IOC-FR090,Ryu Kokki,C,,NM,,1,,
Français (France),IOC,IOC-FR091,Plumeau en Plume de Griffon,C,,NM,,1,,
Français (France),IOC,IOC-FR092,Agneaux Égarés,R,,NM,,1,,
Français (France),IOC,IOC-FR096,Sauvetage,C,,NM,,1,,
Français (France),IOC,IOC-FR096,Sauvetage,C,,NM,,1,,
Français (France),IOC,IOC-FR098,Multiplication des Fourmis,C,NM,,,1,,
Français (France),IOC,IOC-FR098,Multiplication des Fourmis,C,,NM,,1,,
Français (France),IOC,IOC-FR099,Chant de la Terre,C,,NM,,1,,
Français (France),IOC,IOC-FR100,Appeau à Insectes en Jade,C,,NM,,1,,
Français (France),IOC,IOC-FR101,Anneau de Dévastation,R,,NM,,1,,
Français (France),IOC,IOC-FR102,Miroir à Main du Démon,C,,NM,,1,,
Français (France),IOC,IOC-FR102,Miroir à Main du Démon,C,,NM,,1,,
Français (France),IOC,IOC-FR103,Dispositif d'Évacuation Obligatoire,R,,NM,,1,,
Français (France),IOC,IOC-FR104,Un Héros Surgit,C,,NM,,1,,
Français (France),IOC,IOC-FR107,"Hors d'Ici, Fripons !",C,,NM,,1,,
Français (France),IOC,IOC-FR107,"Hors d'Ici, Fripons !",C,,NM,,1,,
Français (France),IOC,IOC-FR108,Transplantation d'ADN,C,,NM,,1,,
Français (France),IOC,IOC-FR108,Transplantation d'ADN,C,,NM,,1,,
Français (France),IOC,IOC-FR109,Zombie de Robbin,R,,NM,,1,,
Anglais (US),SKE,SKE-001,Blue-Eyes White Dragon,SR,NM,,,1,,
Anglais (US),SKE,SKE-001,Blue-Eyes White Dragon,SR,,NM,,1,,
Anglais (US),SKE,SKE-041,Shadow Spell,SR,,NM,,1,,
Français (France),SKE,SKE-FR001,Dragon Blanc aux Yeux Bleus,SR,NM,,,1,,
Français (France),SKE,SKE-FR002,Boeuf de Combat,C,NM,,,1,,
Français (France),SKE,SKE-FR005,Kojikocy,C,NM,,,1,,
Français (France),SKE,SKE-FR007,Cavalier Mystique,C,NM,,,1,,
Français (France),SKE,SKE-FR008,Ryu-Kishin le Puissant,C,NM,,,1,,
Français (France),SKE,SKE-FR010,Oiseau au Crâne Rouge,C,NM,,,1,,
Français (France),SKE,SKE-FR011,Hyozanryu,C,,NM,,1,,
Français (France),SKE,SKE-FR012,Opticlops,C,NM,,,1,,
Français (France),SKE,SKE-FR015,Kaiser Hippocampe,U,NM,,,1,,
Français (France),SKE,SKE-FR016,Seigneur des D,C,NM,,,1,,
Français (France),SKE,SKE-FR018,Maître des Pièges,C,NM,,,1,,
Français (France),SKE,SKE-FR021,Tomate Mystique,C,NM,,,1,,
Français (France),SKE,SKE-FR028,Exorcisme,C,NM,,,2,,
Français (France),SKE,SKE-FR030,L'Espion Novice,C,NM,,,2,,
Français (France),SKE,SKE-FR033,Bourse des Âmes,C,NM,,,1,,
Français (France),SKE,SKE-FR034,Montagne,C,NM,,,1,,
Français (France),SKE,SKE-FR035,Hommage aux Damnés,C,,NM,,1,,
Français (France),SKE,SKE-FR037,Mégamorphe,C,NM,,,1,,
Français (France),SKE,SKE-FR042,Trappe,C,NM,,,1,,
Français (France),SKE,SKE-FR046,Lumière d'Intervention Divine,C,NM,,,2,,
Français (France),SKE,SKE-FR047,Jarre de Cupidité,C,NM,,,3,,
Français (France),SKE,SKE-FR048,Barrière de Riryoku,C,NM,,,1,,
Anglais (US),SYE,SYE-001,Dark Magician,SR,NM,,,1,,
Anglais (US),SYE,SYE-001,Dark Magician,SR,,NM,,1,,
Anglais (US),SYE,SYE-024,Black Luster Soldier,U,NM,,,1,,
Français (France),SYE,SYE-FR003,Lutin Sauvage,C,NM,,,2,,
Français (France),SYE,SYE-FR006,Guerrier Castor,C,NM,,,2,,
Français (France),SYE,SYE-FR010,Soldat Géant de Pierre,C,NM,,,1,,
Français (France),SYE,SYE-FR011,Clown Mystique,C,NM,,,1,,
Français (France),SYE,SYE-FR013,"Gazelle, Roi des Bêtes Mythiques",C,NM,,,1,,
Français (France),SYE,SYE-FR014,Dai Grepher le Guerrier,C,NM,,,1,,
Français (France),SYE,SYE-FR015,Sombrelame,C,NM,,,2,,
Français (France),SYE,SYE-FR017,Insecte Mangeur d'Hommes,C,NM,,,1,,
Français (France),SYE,SYE-FR019,Kuriboh,C,NM,,,1,,
Français (France),SYE,SYE-FR020,Rat Géant,C,NM,,,2,,
Français (France),SYE,SYE-FR023,Bibliothèque Magique Royale,C,NM,,,1,,
Français (France),SYE,SYE-FR025,Rituel du Lustre Noir,SR,NM,,,1,,
Français (France),SYE,SYE-FR026,Trou Noir,C,NM,,,3,,
Français (France),SYE,SYE-FR027,Dian Keto le Maître Guérisseur,C,NM,,,1,,
Français (France),SYE,SYE-FR028,Fissure,C,NM,,,1,,
Français (France),SYE,SYE-FR029,Monster Reborn,C,NM,,,1,,
Français (France),SYE,SYE-FR034,Le Gardien Fiable,C,NM,,,1,,
Français (France),SYE,SYE-FR036,Nuzzler Maléfique,C,NM,,,1,,
Français (France),SYE,SYE-FR037,Typhon d'Espace Mystique,C,NM,,,1,,
Français (France),SYE,SYE-FR039,Épées de Révélation de la Lumière,C,NM,,,1,,
Français (France),SYE,SYE-FR041,Trappe,C,NM,,,3,,
Français (France),SYE,SYE-FR042,Waboku,C,NM,,,1,,
Français (France),SYE,SYE-FR043,Brouilleur Magique,C,NM,,,1,,
Français (France),SYE,SYE-FR044,Sept Outils du Bandit,C,NM,,,1,,
Anglais (US),AST,AST-057,Mokey Mokey,C,NM,,,1,,
Français (France),AST,AST-FR005,Insecte Blindé,C,,NM,,1,,
Français (France),AST,AST-FR032,Dragon d'Eclat Solaire,C,,NM,,1,,
Français (France),AST,AST-FR035,Armure de Camouflage Optique,C,,NM,,1,,
Français (France),AST,AST-FR041,Changement d'Arme,C,,NM,,1,,
Français (France),AST,AST-FR045,Voleur Gobelin,C,,NM,,1,,
Français (France),AST,AST-FR046,Retour de Flamme,C,NM,,,1,,
Français (France),AST,AST-FR047,Micro Rayon,C,,NM,,1,,
Français (France),AST,AST-FR057,Mokey Mokey,C,NM,,,1,,
Français (France),AST,AST-FR064,Apparition d'Assouan,C,,NM,,1,,
Français (France),AST,AST-FR065,Protecteur du Sanctuaire,C,,NM,,1,,
Français (France),AST,AST-FR068,Désertapir,C,,NM,,1,,
Français (France),AST,AST-FR069,Parieur des Sables,C,,NM,,1,,
Français (France),AST,AST-FR070,Lacooda Tri-Bosse,C,,NM,,2,,
Français (France),AST,AST-FR075,Hurleur d'Esprit,C,,NM,,1,,
Français (France),AST,AST-FR079,Momie Régénérante,C,,NM,,1,,
Français (France),AST,AST-FR087,Barrière de Poussière,C,,NM,,1,,
Français (France),AST,AST-FR088,Revirement d'Ame,C,,NM,,1,,
Français (France),AST,AST-FR110,Ordre de Destruction,C,,NM,,1,,
Français (France),EP1,EP1-FR002,Andro Sphinx,U,,NM,,1,,
Français (France),EP1,EP1-FR003,Sphinx Teleia,U,,,NM,1,,
Français (France),EP1,EP1-FR004,Dragon Rare Métallique,C,,,NM,2,,
Français (France),EP1,EP1-FR007,Tempête Inferno,C,,,NM,2,,
Français (France),CT1,CT1-FR004,Gaïa le Chevalier Implacable Rapide,SCR,,,NM,1,,
Français (France),CT1,CT1-FR005,Reine Insecte,SCR,,,NM,1,,
Anglais (Monde),DB1,DB1-EN137,Right Arm of the Forbidden One,C,NM,,,1,,
Anglais (Monde),DB1,DB1-EN210,Revival Jam,C,,NM,,1,,
Français (France),SOD,SOD-FR001,Charbon d'Inpachi,R,NM,,,2,,
Français (France),SOD,SOD-FR003,Chien-Crâne Marron,C,NM,,,1,,
Français (France),SOD,SOD-FR003,Chien-Crâne Marron,C,NM,,,1,,
Français (France),SOD,SOD-FR004,Gobelin du Faux,C,NM,,,1,,
Français (France),SOD,SOD-FR017,Poussin Dragon Noir,C,NM,,,1,,
Français (France),SOD,SOD-FR018,Poupée Malicieuse Mortelle,C,NM,,,1,,
Français (France),SOD,SOD-FR020,Rafflesia Séductrice,R,NM,,,1,,
Français (France),SOD,SOD-FR025,Insecte Rugissant,C,NM,,,1,,
Français (France),SOD,SOD-FR029,Le Cheval de Troie,C,NM,,,1,,
Français (France),SOD,SOD-FR031,Muka Muka Enragé,C,NM,,,1,,
Français (France),SOD,SOD-FR031,Muka Muka Enragé,C,NM,,,1,,
Français (France),SOD,SOD-FR032,Hade-Hane,C,NM,,,1,,
Français (France),SOD,SOD-FR032,Hade-Hane,C,NM,,,1,,
Français (France),SOD,SOD-FR036,Sanwitch,C,NM,,,1,,
Français (France),SOD,SOD-FR037,Usine de Production de Masse des Ténèbres,C,NM,,,3,,
Français (France),SOD,SOD-FR037,Usine de Production de Masse des Ténèbres,C,NM,,,1,,
Français (France),SOD,SOD-FR039,Mémoire Effacée,C,NM,,,1,,
Français (France),SOD,SOD-FR040,Concepteur des Abysses,C,NM,,,1,,
Français (France),SOD,SOD-FR045,Cellule de Combat à Deux Hommes,C,NM,,,1,,
Français (France),SOD,SOD-FR046,Déferlante et Vaguelette,C,NM,,,1,,
Français (France),SOD,SOD-FR046,Déferlante et Vaguelette,C,NM,,,2,,
Français (France),SOD,SOD-FR050,Issue Terminale,C,,NM,,1,,
Français (France),SOD,SOD-FR050,Issue Terminale,C,NM,,,1,,
Français (France),SOD,SOD-FR056,Cohue Cérébrale,C,NM,,,1,,
Français (France),SOD,SOD-FR059,Bombe Tombale,C,NM,,,1,,
Anglais (Monde),RDS,RDS-EN036,Mokey Mokey King,C,NM,,,1,,
Anglais (Monde),RDS,RDS-EN052,Rare Metalmorph,UTR,NM,,,1,,
Français (France),RDS,RDS-FR001,Inpachi Technobois,C,,NM,,1,,
Français (France),RDS,RDS-FR002,Garde Puissant,C,,NM,,1,,
Français (France),RDS,RDS-FR003,"Bokoichi, le Wagon de Terreur",C,,NM,,1,,
Français (France),RDS,RDS-FR004,Fille Harpie,C,,NM,,1,,
Français (France),RDS,RDS-FR004,Fille Harpie,C,NM,,,1,,
Français (France),RDS,RDS-FR006,Le Créateur Incarné,C,,NM,,1,,
Français (France),RDS,RDS-FR006,Le Créateur Incarné,C,NM,,,1,,
Français (France),RDS,RDS-FR010,Pingouin de Cauchemar,C,NM,,,1,,
Français (France),RDS,RDS-FR010,Pingouin de Cauchemar,C,,NM,,1,,
Français (France),RDS,RDS-FR011,Plateforme de Soutien des Engins Lourds,C,,NM,,1,,
Français (France),RDS,RDS-FR011,Plateforme de Soutien des Engins Lourds,C,NM,,,1,,
Français (France),RDS,RDS-FR013,Magicien Elémentaire,C,,NM,,1,,
Français (France),RDS,RDS-FR013,Magicien Elémentaire,C,NM,,,1,,
Français (France),RDS,RDS-FR014,Saurus Elémentaire,C,NM,,,1,,
Français (France),RDS,RDS-FR014,Saurus Elémentaire,C,,NM,,1,,
Français (France),RDS,RDS-FR015,Roi de la Vallée des Brumes,C,NM,,,1,,
Français (France),RDS,RDS-FR015,Roi de la Vallée des Brumes,C,,NM,,1,,
Français (France),RDS,RDS-FR016,Samouraï Sasuke N°4,R,,NM,,1,,
Français (France),RDS,RDS-FR017,Dame Harpie 1,C,,NM,,1,,
Français (France),RDS,RDS-FR017,Dame Harpie 1,C,NM,,,1,,
Français (France),RDS,RDS-FR018,Dame Harpie 2,C,,NM,,1,,
Français (France),RDS,RDS-FR018,Dame Harpie 2,C,NM,,,1,,
Français (France),RDS,RDS-FR019,Dame Harpie 3,C,,NM,,1,,
Français (France),RDS,RDS-FR019,Dame Harpie 3,C,NM,,,1,,
Français (France),RDS,RDS-FR019,Dame Harpie 3,C,NM,,,1,,
Français (France),RDS,RDS-FR020,Lutin du Brasier,C,NM,,,1,,
Français (France),RDS,RDS-FR020,Lutin du Brasier,C,,NM,,1,,
Français (France),RDS,RDS-FR020,Lutin du Brasier,C,NM,,,1,,
Français (France),RDS,RDS-FR022,Oeil d'Aigle,C,,NM,,1,,
Français (France),RDS,RDS-FR022,Oeil d'Aigle,C,NM,,,1,,
Français (France),RDS,RDS-FR023,Expert en Tactiques d'Espionnage,C,NM,,,1,,
Français (France),RDS,RDS-FR023,Expert en Tactiques d'Espionnage,C,NM,,,1,,
Français (France),RDS,RDS-FR023,Expert en Tactiques d'Espionnage,C,,NM,,1,,
Français (France),RDS,RDS-FR024,Invasion de Flammes,C,,NM,,1,,
Français (France),RDS,RDS-FR024,Invasion de Flammes,C,NM,,,1,,
Français (France),RDS,RDS-FR025,Manta de la Malediction Rampante,C,NM,,,1,,
Français (France),RDS,RDS-FR025,Manta de la Malediction Rampante,C,,NM,,1,,
Français (France),RDS,RDS-FR026,Loup de Guerre Noir-d'Encre,C,NM,,,1,,
Français (France),RDS,RDS-FR026,Loup de Guerre Noir-d'Encre,C,,NM,,1,,
Français (France),RDS,RDS-FR027,Dragon Mirage,C,,NM,,1,,
Français (France),RDS,RDS-FR027,Dragon Mirage,C,NM,,,1,,
Français (France),RDS,RDS-FR029,Renard Feu,C,,NM,,1,,
Français (France),RDS,RDS-FR029,Renard Feu,C,NM,,,1,,
Français (France),RDS,RDS-FR033,Équipe A : Unité de Désamorçage,R,,NM,,1,,
Français (France),RDS,RDS-FR034,"Homunculus, l'Etre Alchimique",C,,NM,,1,,
Français (France),RDS,RDS-FR034,"Homunculus, l'Etre Alchimique",C,NM,,,1,,
Français (France),RDS,RDS-FR035,"Lame des Ténèbres, le Dragon Chevalier",R,NM,,,1,,
Français (France),RDS,RDS-FR035,"Lame des Ténèbres, le Dragon Chevalier",R,,NM,,1,,
Français (France),RDS,RDS-FR036,Roi Mokey Mokey,C,NM,,,1,,
Français (France),RDS,RDS-FR036,Roi Mokey Mokey,C,,NM,,1,,
Français (France),RDS,RDS-FR038,Terrain de Chasse des Harpies,C,,NM,,1,,
Français (France),RDS,RDS-FR039,Étincelle d'Extase Triangulaire,SR,,NM,,1,,
Français (France),RDS,RDS-FR042,Flint,R,NM,,,1,,
Français (France),RDS,RDS-FR043,Explosion de Mokey Mokey,C,,NM,,1,,
Français (France),RDS,RDS-FR045,Réincarnation de Monstre,SR,,NM,,1,,
Français (France),RDS,RDS-FR047,Allègement,C,,NM,,1,,
Français (France),RDS,RDS-FR047,Allègement,C,NM,,,1,,
Français (France),RDS,RDS-FR048,Dispersion de Malveillance,C,,NM,,1,,
Français (France),RDS,RDS-FR050,Colère Divine,SR,,NM,,1,,
Français (France),RDS,RDS-FR051,Xing Zhen Hu,C,,NM,,1,,
Français (France),RDS,RDS-FR053,Fruits des Etudes de Kozaky,C,NM,,,1,,
Français (France),RDS,RDS-FR053,Fruits des Etudes de Kozaky,C,,NM,,1,,
Français (France),RDS,RDS-FR054,Piraterie Cérébrale,C,,NM,,1,,
Français (France),RDS,RDS-FR055,Fuh-Rin-Ka-Zan,C,,NM,,1,,
Français (France),RDS,RDS-FR056,Explosion en Chaîne,R,,NM,,1,,
Français (France),RDS,RDS-FR058,Purification de Magie,C,NM,,,1,,
Français (France),RDS,RDS-FR058,Purification de Magie,C,,NM,,1,,
Français (France),RDS,RDS-FR058,Purification de Magie,C,NM,,,1,,
Français (France),RDS,RDS-FR059,Barrière Astrale,C,NM,,,1,,
Français (France),RDS,RDS-FR060,Tir de Couverture,R,,NM,,1,,
Espagnol,RDS,RDS-SP003,Bokoichi el Coche Que Asusta,C,NM,,,1,,
Français (France),SD1,SD1-FR002,Dragon Noir aux Yeux Rouges,C,NM,,,1,,
Français (France),SD1,SD1-FR003,Dragon Étincelant,C,NM,,,2,,
Français (France),SD1,SD1-FR007,Poussin Dragon Noir,C,NM,,,1,,
Français (France),SD1,SD1-FR014,Épées de Révélation de la Lumière,C,NM,,,1,,
Français (France),SD1,SD1-FR020,Le Cimetière de la Quatrième Dimension,C,NM,,,1,,
Français (France),SD1,SD1-FR026,Transporteur Interdimensionel de Matière,C,NM,,,2,,
Français (France),SD2,SD2-FR001,Vampire Genesis,U,NM,,,1,,
Français (France),SD2,SD2-FR001,Vampire Genesis,U,NM,,,1,,
Français (France),SD2,SD2-FR002,Maître Kyonshee,C,NM,,,1,,
Français (France),SD2,SD2-FR004,Esprit de Poussière des Ténèbres,C,NM,,,1,,
Français (France),SD2,SD2-FR005,Tortue Pyramide,C,NM,,,3,,
Français (France),SD2,SD2-FR005,Tortue Pyramide,C,NM,,,1,,
Français (France),SD2,SD2-FR006,Moissonneur d'Esprit,C,NM,,,1,,
Français (France),SD2,SD2-FR006,Moissonneur d'Esprit,C,NM,,,1,,
Français (France),SD2,SD2-FR007,Désespoir des Ténèbres,C,NM,,,1,,
Français (France),SD2,SD2-FR007,Désespoir des Ténèbres,C,NM,,,1,,
Français (France),SD2,SD2-FR008,Ryu Kokki,C,NM,,,2,,
Français (France),SD2,SD2-FR009,Tour d'Ossements Buveuse d'Ames,C,NM,,,1,,
Français (France),SD2,SD2-FR010,Dame Vampire,C,NM,,,2,,
Français (France),SD2,SD2-FR011,Double Coston,C,NM,,,1,,
Français (France),SD2,SD2-FR012,Momie Régénérante,C,NM,,,2,,
Français (France),SD2,SD2-FR013,Vol à l'Arraché,C,NM,,,1,,
Français (France),SD2,SD2-FR014,Typhon d'Espace Mystique,C,NM,,,1,,
Français (France),SD2,SD2-FR015,Tornade Géante,C,NM,,,1,,
Français (France),SD2,SD2-FR016,Seigneur de la Suppression,C,NM,,,1,,
Français (France),SD2,SD2-FR017,Pot de Cupidité,C,NM,,,1,,
Français (France),SD2,SD2-FR018,Carte de Retour Sain & Sauf,C,NM,,,1,,
Français (France),SD2,SD2-FR019,Violent Orage,C,NM,,,1,,
Français (France),SD2,SD2-FR020,Permutation de Créature,C,NM,,,1,,
Français (France),SD2,SD2-FR020,Permutation de Créature,C,NM,,,2,,
Français (France),SD2,SD2-FR021,Le Livre de la Vie,C,NM,,,1,,
Français (France),SD2,SD2-FR021,Le Livre de la Vie,C,NM,,,2,,
Français (France),SD2,SD2-FR022,L'Appel de la Momie,C,NM,,,3,,
Français (France),SD2,SD2-FR022,L'Appel de la Momie,C,NM,,,1,,
Français (France),SD2,SD2-FR023,Recharge,C,NM,,,1,,
Français (France),SD2,SD2-FR023,Recharge,C,NM,,,2,,
Français (France),SD2,SD2-FR024,Tornade de Poussière,C,NM,,,1,,
Français (France),SD2,SD2-FR025,Hommage Torrentiel,C,NM,,,1,,
Français (France),SD2,SD2-FR026,Brouilleur Magique,C,NM,,,1,,
Français (France),SD2,SD2-FR027,Avidité Téméraire,C,NM,,,1,,
Français (France),SD2,SD2-FR028,Dispositif d'Évacuation Obligatoire,C,NM,,,1,,
Français (France),SD2,SD2-FR028,Dispositif d'Évacuation Obligatoire,C,NM,,,3,,
