SET,#,COST,NAME,TYPE,INK,RARITY,STR,WILL,LORE,MOVE COST,CLASSIFICATIONS,ABILITY,FRANCHISE,FLAVOR TEXT,ILLUSTRATORS,QUANTITY
ARI,107,3,Mr. Smee - Efficient Captain,Character,Dual Ink,Uncommon,3,3,1,,Dreamborn · Villain · Pirate · Captain,"PIPE UP THE CREW Whenever you play an action that isn't a song, you may ready chosen Pirate character.",Peter Pan,"""All right now, crew–we've a lot to do today!""",João Moura,0
ARI,102,3,Pacha - Trekmate,Character,Emerald,Common,3,2,1,,Storyborn · Hero,"FULL PACK While you have more cards in your hand than each opponent, this character gets +2 LORE.",The Emperor's New Groove,He liked to prepare for any emergency. They happened frequently with Kuzco around.,Luca Pinelli,0
ARI,089,1,Pete - Pirate Scoundrel,Character,Emerald,Common,1,2,1,,Storyborn · Villain · Pirate,"PILFER AND PLUNDER Whenever you play an action that isn't a song, you may banish chosen item.",Mickey Mouse & Friends,"""I wasn't stealin' it! I was just keepin' it safe.""",Serena Wade,0
ARI,114,6,Pete - Space Pirate,Character,Dual Ink,Super Rare,5,5,2,,Floodborn · Villain · Pirate,"Shift 4 ⬡ FRIGHTFUL SCHEME While this character is exerted, opposing characters can't exert to sing songs and your Pirate characters gain Resist +1.",Mickey Mouse & Friends,,Kenneth Anderson,0
ARI,095,5,Queen of Hearts - Unpredictable Bully,Character,Dual Ink,Super Rare,2,6,2,,Floodborn · Villain · Queen,"Shift 3 ⬡ IF I LOSE MY TEMPER . . . Whenever another character is played, put a damage counter on them.",Alice in Wonderland,,Alice Pisoni,0
ARI,092,4,Shere Khan - Infamous Tiger,Character,Emerald,Rare,4,4,4,,Storyborn · Villain,"WHAT A PITY When you play this character, discard your hand.",The Jungle Book,He'd be the first to tell you he's as magnificent as he is deadly.,Stefano Zanchi,0
ARI,118,5,The Return of Hercules,Action,Emerald,Legendary,,,,,,Each player may reveal a character card from their hand and play it for free.,Hercules,"""Congratulations, Wonderboy. You'll make one heck of a god."" - Megara",Kevin Sidharta,0
ARI,088,3,Thomas O'Malley - Feline Charmer,Character,Emerald,Uncommon,4,2,1,,Storyborn · Hero,Ward,The Aristocats,There's nothing he can't talk his way out of.,Kasia Brzezinska,0
ARI,110,2,Tramp - Enterprising Dog,Character,Emerald,Rare,1,3,1,,Storyborn · Hero,"HEY, PIDGE If you have a character named Lady in play, you pay 1 ⬡ less to play this character.   NO TIME FOR WISECRACKS When you play this character, chosen character of yours gets +1 STR this turn for each other character you have in play.",Lady and the Tramp,,Amanda MacFarlane,0
ARI,103,5,Tweedle Dee & Tweedle Dum - Strange Storytellers,Character,Dual Ink,Uncommon,4,4,2,,Storyborn,"ANOTHER RECITATION Whenever this character quests, you may return chosen damaged character to their player's hand.",Alice in Wonderland,"""You can't leave yet! Don't you want to hear the ending?"" - Tweedle Dee",Alice Pisoni,0
ARI,116,1,"Wake Up, Alice!",Action,Emerald,Common,,,,,,Return chosen damaged character to their player's hand.,Alice in Wonderland,"""Alice! Will you kindly pay attention and recite your lesson?"" - Alice's sister",Valentina Graziuso,0
ARI,097,2,Yokai - Intellectual Schemer,Character,Dual Ink,Uncommon,1,2,1,,Storyborn · Villain · Inventor,INNOVATE You pay 1 ⬡ less to play characters using their Shift ability.,Big Hero 6,"""In the hands of a lesser person, this much power would be irresponsible.""",Diogo Saito,0
ARI,101,2,Yzma - Exasperated Schemer,Character,Emerald,Common,2,2,1,,Storyborn · Villain · Sorcerer,"HOW SHALL I DO IT? When you play this character, you may draw a card, then choose and discard a card.",The Emperor's New Groove,"""One of these must be the right level, but I'll be a llama's aunt if I can figure out which one . . .""",Mel Milton,0
ARI,142,6,Baloo - Ol' Iron Paws,Character,Ruby,Legendary,5,4,2,,Storyborn · Ally,FIGHT LIKE A BEAR Your characters with 7 STR or more can't be dealt damage.,The Jungle Book,"""Now, move. That's it. Now give me a big bear growl. Scare me.""",Sergio Mancinelli,0
ARI,132,4,Beagle Boys - Small-Time Crooks,Character,Dual Ink,Uncommon,3,3,2,,Storyborn · Villain,"HURRY IT UP! Whenever this character quests, chosen character of yours gains Rush and Resist +1 this turn.",DuckTales,,Lauren Barger,0
ARI,136,6,Beast - Frustrated Designer,Character,Dual Ink,Rare,5,5,2,,Dreamborn · Hero · Prince · Inventor,"I'VE HAD IT! Exert, 2 ⬡, Banish 2 of your items - Deal 5 damage to chosen character.",Beauty and the Beast,"""No, no, no! This is NOT THE WAY I SEE IT IN MY HEAD!""",Koni,0
ARI,126,9,Belle - Mechanic Extraordinaire,Character,Dual Ink,Super Rare,7,7,3,,Floodborn · Hero · Princess · Inventor,"Shift 7 ⬡ SALVAGE For each item card in your discard, you pay 1 ⬡ less to play this character using her Shift ability.   REPURPOSE Whenever this character quests, you may put up to 3 item cards from your discard on the bottom of your deck to gain 1 lore for each item card moved this way.",Beauty and the Beast,,Koni,0
ARI,129,1,Card Soldiers - Royal Troops,Character,Ruby,Common,1,2,1,,Storyborn · Ally,"TAKE POINT While a damaged character is in play, this character gets +2 STR.",Alice in Wonderland,"The Three of Hearts raised his spear and whispered to himself, ""While others fall, a Queen's soldier stands tall.""",Kamil Murzyn,0
ARI,130,3,Cogsworth - Climbing Clock,Character,Ruby,Common,3,3,1,,Storyborn · Ally,"STILL USEFUL While you have an item card in your discard, this character gets +2 STR.",Beauty and the Beast,"""Top shelf? Pshaw! If it's a book the mademoiselle wants, I'll find a way to get it for her!""",Tony Bancroft / Lindsay Weyman,0
ARI,127,2,Cy-Bug - Invasive Enemy,Character,Ruby,Common,1,2,1,,Storyborn,HIVE MIND This character gets +1 STR for each other character you have in play.,Wreck-It Ralph,"""Cy-Bugs are like a virus. They don't know they're in a game."" - Calhoun",Cristian Romero,0
ARI,124,3,Denahi - Impatient Hunter,Character,Dual Ink,Uncommon,3,2,0,,Storyborn,"Reckless, Resist +2",Brother Bear,"""There's no time. We have to act now!""",Brian Weisz,0
ARI,152,2,Devil's Eye Diamond,Item,Ruby,Rare,,,,,,"THE PRICE OF POWER Exert - If one of your characters was damaged this turn, gain 1 lore.",The Rescuers,"""Just look at it, filled with power for its owner."" - Madame Medusa",Juan Diego Leon,0
ARI,146,5,Edgar Balthazar - Ambitious Butler,Character,Ruby,Common,6,5,1,,Storyborn · Villain,,The Aristocats,"""All these traps, all these locks, all these machines . . . If they think that's going to stop me, they've sorely underestimated Edgar Balthazar!""",Leonardo Giammichele,0
ARI,139,7,Goofy - Extreme Athlete,Character,Ruby,Super Rare,7,6,1,,Storyborn · Ally,"Evasive STAR POWER Whenever this character challenges another character, your other characters get +1 LORE this turn.",Mickey Mouse & Friends,,Teresita Q. / SCG,0
ARI,121,2,Grandmother Fa - Spirited Elder,Character,Ruby,Common,1,1,2,,Storyborn · Ally,"I'VE GOT ALL THE LUCK WE'LL NEED Whenever this character quests, you may give chosen character of yours +2 STR this turn.",Mulan,"""Fear will get you hurt. Luck will get you through.""",Javi Salas,0
ARI,133,3,Li Shang - Newly Promoted,Character,Dual Ink,Uncommon,2,3,1,,Storyborn · Hero · Captain,"I WON'T LET YOU DOWN This character can challenge ready characters.   ENORMOUS RESPONSIBILITY While this character has damage, he gets +2 STR.",Mulan,,Ian MacDonald,0
ARI,140,8,Lyle Tiberius Rourke - Crystallized Mercenary,Character,Ruby,Rare,6,4,3,,Storyborn · Villain,"EXPLOSIVE Once during your turn, whenever a card is put into your inkwell, deal 2 damage to each character in play.",Atlantis,He got what he wanted–just not the way he planned.,Federico Maria Cugliari,0
ARI,138,4,Maurice - Unconventional Inventor,Character,Ruby,Rare,5,2,1,,Storyborn · Mentor · Inventor,"HOW ON EARTH DID THAT HAPPEN? When you play this character, you may banish chosen item of yours to draw a card. If the banished item is named Maurice's Machine, you may also banish chosen character with 2 STR or less.",Beauty and the Beast,,Andy Estrada / Greg Shrader,0
ARI,151,3,Maurice's Machine,Item,Dual Ink,Uncommon,,,,,,"BREAK DOWN When this item is banished, you may return an item card with cost 2 or less from your discard to your hand.",Beauty and the Beast,"""I hope it does what I built it to do!"" - Maurice",Isaiah Mesq,0
ARI,145,2,Milo Thatch - Undaunted Scholar,Character,Ruby,Rare,2,2,1,,Storyborn · Hero,"I'M YOUR GUY Whenever you play an action, you may give chosen character +2 STR this turn.",Atlantis,"""Okay, we rotated the globe to move the mural into position. We have the coordinates. Let's go!""",Stefano Zanchi,0
ARI,134,4,Moana - Island Explorer,Character,Ruby,Uncommon,4,3,1,,Storyborn · Hero · Princess,"Evasive ADVENTUROUS SPIRIT Whenever this character challenges another character, another chosen character of yours gets +3 STR this turn.",Moana,,Jackie Droujko,0
ARI,141,7,Mulan - Imperial General,Character,Dual Ink,Super Rare,5,6,2,,Floodborn · Hero · Princess,"Shift 5 ⬡, Evasive EXCEPTIONAL LEADER Whenever this character challenges another character, your other characters gain ""This character can challenge ready characters"" this turn.",Mulan,,Jochem van Gool,0
ARI,137,5,Mushu - Majestic Dragon,Character,Dual Ink,Rare,4,4,1,,Storyborn · Ally · Dragon,"INTIMIDATING AND AWE-INSPIRING Whenever one of your characters challenges, they gain Resist +2 during that challenge.   GUARDIAN OF LOST SOULS During your turn, whenever one of your characters banishes another character in a challenge, gain 2 lore.",Mulan,,Tom Bancroft,0
ARI,148,7,Out of Order,Action,Ruby,Common,,,,,,Banish chosen character.,Wreck-It Ralph,The last thing any gamer wants to see.,Hedvig Häggman-Sund,0
ARI,122,2,Queen of Hearts - Losing Her Temper,Character,Ruby,Common,1,4,1,,Storyborn · Villain · Queen,"ROYAL PAIN While this character has damage, she gets +3 STR.",Alice in Wonderland,Something told the Illumineers she'd had enough of the obstacles.,Antoine Couttolenc / Samanta Erdini,0
ARI,143,4,Ratigan - Nefarious Criminal,Character,Ruby,Legendary,3,3,1,,Storyborn · Villain,"A MARVELOUS PERFORMANCE Whenever you play an action while this character is exerted, gain 1 lore.",The Great Mouse Detective,"""Why stop the show when you can simply steal it?""",Max Ulichney,0
ARI,149,2,Ruby Coil,Item,Ruby,Uncommon,,,,,,"CRIMSON SPARK During your turn, whenever a card is put into your inkwell, chosen character gets +2 STR this turn.",Lorcana,"Venturo felt a spark from his arm coil, and energy flooded his strained muscles.",Francesco Colucci,0
ARI,144,2,Sir Kay - Unruly Knight,Character,Ruby,Uncommon,2,2,2,,Storyborn · Knight,,The Sword in the Stone,"""An owl in charge? Pshaw."" He glared at the others. Then his eye fell on the targets set up nearby, and he brightened. ""But as long as I still get to joust . . .""",Kevin Sidharta,0
ARI,128,5,Stabbington Brother - With a Patch,Character,Ruby,Common,4,4,1,,Storyborn · Ally,"CRIME OF OPPORTUNITY When you play this character, chosen opponent loses 1 lore.",Tangled,Silence is golden. And he loves gold.,Saulo Nate,0
ARI,125,4,Stabbington Brother - Without a Patch,Character,Ruby,Common,3,4,1,,Storyborn · Ally,Rush GET 'EM! Your other characters named Stabbington Brother gain Rush.,Tangled,,Florencia Vazquez,0
ARI,123,4,The Matchmaker - Unforgiving Expert,Character,Ruby,Common,4,3,1,,Storyborn,"YOU ARE A DISGRACE! Whenever this character challenges another character, each opponent loses 1 lore.",Mulan,"""Who spit in her bean curd?"" - Grandma Fa",Brian Weisz,0
ARI,135,2,The Phantom Blot - Shadowy Figure,Character,Ruby,Uncommon,3,1,1,,Storyborn · Villain,Rush,DuckTales,Nobody knows who or what he really is or what he's planning.,Luca Pinelli,0
ARI,131,1,Toby - Dogged Companion,Character,Ruby,Common,3,1,1,,Storyborn · Ally,,The Great Mouse Detective,"""Toby has the most splendid sense of smell of any hound I've trained. But he can be deucedly frisky."" - Basil",Gaku Kumatori,0
ARI,150,1,Unconventional Tool,Item,Ruby,Common,,,,,,"FIXED IN NO TIME When this item is banished, you pay 2 ⬡ less for the next item you play this turn.",Beauty and the Beast,"""I use this one a lot more than you'd think!"" - Maurice",Levi Rogers,0
ARI,147,3,We've Got Company!,Action,Ruby,Rare,,,,,,Ready all your characters. They gain Reckless this turn.,Atlantis,"""Well, as usual, diplomacy has failed us."" - Lyle Tiberius Rourke",Isaiah Mesq,0
ARI,178,5,All is Found,Action · Song,Sapphire,Rare,,,,,,Put up to 2 cards from your discard into your inkwell facedown and exerted.,Frozen,Where the north wind meets the sea   There's a river full of memory,Kuya Jaypi,0
ARI,175,5,Baymax - Upgraded Robot,Character,Sapphire,Rare,3,5,1,,Storyborn · Hero · Robot,"Support ADVANCED SCANNER When you play this character, look at the top 4 cards of your deck. You may reveal a Floodborn character card and put it into your hand. Put the rest on the bottom of your deck in any order.",Big Hero 6,,Dustin Panzino,0
ARI,180,3,Baymax's Charging Station,Item,Sapphire,Common,,,,,,"ENERGY CONVERTER Whenever you play a Floodborn character, if you used Shift to play them, you may draw a card.",Big Hero 6,"""Battery at 100%. Ready for action!"" - Hiro",Juan Diego Leon,0
ARI,159,3,Belle - Apprentice Inventor,Character,Sapphire,Common,3,3,1,,Storyborn · Hero · Princess · Inventor,"WHAT A MESS During your turn, you may banish chosen item of yours to play this character for free.",Beauty and the Beast,Helping her dad keep the flying debris to a minimum.,Jochem van Gool,0
ARI,153,4,Clarabelle - News Reporter,Character,Sapphire,Rare,3,3,2,,Storyborn · Ally,Support BREAKING STORY Your other characters with Support get +1 STR.,Mickey Mouse & Friends,,Stefano Spagnuolo,0
ARI,161,1,Dawson - Puzzling Sleuth,Character,Sapphire,Rare,1,2,1,,Storyborn · Ally · Detective,"BE SENSIBLE Once during your turn, whenever a card is put into your inkwell, look at the top card of your deck. You may put it on either the top or the bottom of your deck.",The Great Mouse Detective,"""I say, what sort of contraption is this?""",Mario Oscar Gabriele,0
ARI,168,2,Freckles - Good Boy,Character,Sapphire,Common,2,2,1,,Storyborn · Puppy,"JUST SO CUTE! When you play this character, chosen opposing character gets -1 STR this turn.",101 Dalmatians,"""I want to play with the others! Can I, Dad? Please?""",Laura Pauselli,0
ARI,158,3,Gaetan Moliere - The Mole,Character,Sapphire,Uncommon,3,4,1,,Storyborn · Ally,,Atlantis,"""Fascinating. This shouldn't exist, yet it does. It may be older than the Great Illuminary itself.""",Saulo Nate,0
ARI,163,5,HeiHei - Expanded Consciousness,Character,Dual Ink,Uncommon,1,5,2,,Floodborn · Ally,"Shift 3 ⬡, Resist +1 CLEAR YOUR MIND When you play this character, put all cards from your hand into your inkwell facedown and exerted.",Moana,,Maxine Vee,0
ARI,169,2,Honey Lemon - Chemistry Whiz,Character,Sapphire,Common,2,2,1,,Storyborn · Hero · Inventor,"PRETTY GREAT, HUH? Whenever you play a Floodborn character, if you used Shift to play them, you may remove up to 2 damage from chosen character.",Big Hero 6,,Brianna Garcia,0
ARI,173,5,Jasmine - Inspired Researcher,Character,Dual Ink,Rare,3,5,2,,Storyborn · Hero · Princess,"EXTRA ASSISTANCE Whenever this character quests, if you have no cards in your hand, draw a card for each Ally character you have in play.",Aladdin,"""Oh, this is wonderful! I knew Archazia's thought scrolls would be worth a little extra effort!""","""Yano"" / Milica Celikovic",0
ARI,174,4,Jebidiah Farnsworth - Expedition Cook,Character,Sapphire,Uncommon,3,3,1,,Storyborn · Ally,"Support I GOT YOUR FOUR BASIC FOOD GROUPS When you play this character, chosen character gains Resist +1 until the start of your next turn.",Atlantis,,Pix Smith,0
ARI,164,4,Kida - Creative Thinker,Character,Sapphire,Rare,3,3,1,,Storyborn · Hero · Princess,Ward KEY TO THE PUZZLE Exert - Look at the top 2 cards of your deck. Put one into your inkwell facedown and exerted and the other on the top of your deck.,Atlantis,,Jennifer Park / Leonardo Giammichele,0
